4.240342065770569269e-01,4.573467470526307865e-01,-1.823475794479722523e-01,8.890650529662890156e-01,8.806766410983964954e-01,8.355218842032963167e-01,2.042371306881786419e-01,1.074566584609124797e+00,1.446290546013395506e+01,4.521704935844160500e-03,4.531170409501824323e-04,2.761163377933316876e-04
3.651400364186109249e-01,4.608239393858270527e-01,-2.391139307466930708e-01,8.892502615668465005e-01,8.811572512193849294e-01,8.529119163719248720e-01,2.021393218750532350e-01,1.082185979671615339e+00,5.038645279707907321e+01,4.152456401677205068e-03,5.630661201215310819e-04,2.333525650062152738e-04
4.282479898008820784e-01,4.690178459732584071e-01,-2.375511292961013932e-01,8.892476889686736774e-01,8.582708464905266510e-01,8.029991842275184810e-01,2.018083443798671384e-01,1.082711159530757250e+00,4.314059051497420683e+01,5.896671444481518462e-03,2.802063482012636005e-03,3.083695162034175586e-03
4.819603824809296500e-01,8.059567682798511878e-01,6.847457351189234487e-02,8.738783845025261954e-01,8.159434949528583392e-01,7.422679126401636740e-01,2.047273884892945872e-01,1.066716538170791928e+00,2.817176662268369380e+00,4.445542067471905043e-03,2.520906962592997340e-03,3.755302656269315659e-03
5.652357848338958046e-01,6.901840005820212287e-01,1.564335905830094853e-01,8.740865405127036247e-01,8.413649372156062345e-01,5.160986900543262923e-01,2.072259402001014328e-01,1.070183987846386131e+00,1.667113580389525618e+00,3.941902330117965682e-03,2.132361795793681972e-03,1.965583072642654392e-03
5.577161400020749227e-01,6.975171700796605201e-01,5.316378679555294057e-02,7.840424121778977185e-01,6.954824271280727332e-01,3.717653184475723238e-01,2.168176551744973313e-01,1.058341724871138645e+00,9.489060963416727779e-01,7.814353014857517571e-03,5.693536228005036635e-03,3.463000978773594224e-03
3.193483409497122616e-01,6.760049066363907899e-01,-2.178378414550861258e-02,5.692914573665828204e-01,3.477838656172370646e-01,-2.743201113246074990e-02,2.242904816258972089e-01,1.052027767268972847e+00,1.932288933422063593e-01,1.355661537891636459e-02,1.041177408672746066e-02,9.354138321497465491e-03
5.595047045508767525e-01,7.493258675594852702e-01,9.191895274413948436e-02,8.046437787949050069e-01,7.600070207948464995e-01,4.465989661000983602e-01,2.177703442980818416e-01,1.047830839169418216e+00,7.203899086008307417e-01,6.278621261799540235e-03,4.476892707535190703e-03,2.973010554751039265e-03
5.646109113082274922e-01,7.521236103247813665e-01,8.655469601047938166e-02,8.036164839682871097e-01,7.487804214661684110e-01,4.354286962760083868e-01,2.176649956470012304e-01,1.049748304383968600e+00,7.315133459493401435e-01,6.516147294081385023e-03,4.684129781853474742e-03,3.035269461645708801e-03
5.090187983208430689e-01,7.108608259811024510e-01,1.374920448891061298e-01,8.405765054229781263e-01,8.363557689771251580e-01,6.031479044015947144e-01,2.198744855946939136e-01,1.032551145263481240e+00,2.932662059334423810e-01,3.834886451969635787e-03,2.641512737778851840e-03,2.126966154023307229e-03
4.562302600344836923e-01,7.169536212907938744e-01,1.788418134042278618e-02,8.069290302566480833e-01,7.672873005525313594e-01,7.243576717238366935e-01,2.159728138767913475e-01,1.057165763425711225e+00,1.549573685516971500e+00,7.418436683415746344e-03,5.026583941391984597e-03,2.792802450384967213e-03
2.468192817241858239e-01,6.824571064612701132e-01,-2.175904704681843813e-02,5.017338932996158185e-01,2.968925152994836281e-01,-7.990138361404733325e-02,2.244645834766089698e-01,1.050962063250161060e+00,1.951081082017583901e-01,1.250963344001040575e-02,9.214958534464539122e-03,9.573251226028287736e-03
5.064208380123935704e-01,7.365961467272783558e-01,5.096390476895644450e-02,8.406486928213721121e-01,8.357195341098661023e-01,7.981031987760820456e-01,2.168851861378927048e-01,1.045707241980583513e+00,1.197096474362548513e+00,6.171711558530410154e-03,3.940560276204429190e-03,2.042635760101128416e-03
5.074854737892198209e-01,7.523577522160165287e-01,5.790978963036717830e-02,8.533253417434705224e-01,8.487323976764086231e-01,8.106633980259334571e-01,2.157295042423095777e-01,1.049246958768126570e+00,9.197327965005432926e-01,6.001460238018466176e-03,3.792937717858120734e-03,1.924011263989158652e-03
5.096992921956338130e-01,7.384738658186233984e-01,2.056167508531400040e-02,8.567479418893853005e-01,8.220237362516145119e-01,7.811051606446838269e-01,2.172268028052941891e-01,1.045887217161749483e+00,9.461792423426622634e-01,5.994972804389696666e-03,3.776881314011837527e-03,1.874523944704560357e-03
